地名,センター,燃やせるごみ・スプレー缶,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
南区(5) 川沿1条～6条の○丁目,札幌センター1,火 金,20190919 20191017 20191114 20200507 20200604 20200702 20200730 20200827 20200924,20190905 20191003 20191031 20191128 20191226 20200130 20200227 20200326 20200423 20200521 20200618 20200716 20200813 20200910,月,20190912 20190926 20191010 20191024 20191107 20191121 20191205 20191219 20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200430 20200514 20200528 20200611 20200625 20200709 20200723 20200806 20200820 20200903 20200917,水
南区(5) 北ノ沢○丁目、○番地,札幌センター1,火 金,20190919 20191017 20191114 20200507 20200604 20200702 20200730 20200827 20200924,20190905 20191003 20191031 20191128 20191226 20200130 20200227 20200326 20200423 20200521 20200618 20200716 20200813 20200910,月,20190912 20190926 20191010 20191024 20191107 20191121 20191205 20191219 20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200430 20200514 20200528 20200611 20200625 20200709 20200723 20200806 20200820 20200903 20200917,水
南区(5) 中ノ沢○丁目、○番地,札幌センター1,火 金,20190919 20191017 20191114 20200507 20200604 20200702 20200730 20200827 20200924,20190905 20191003 20191031 20191128 20191226 20200130 20200227 20200326 20200423 20200521 20200618 20200716 20200813 20200910,月,20190912 20190926 20191010 20191024 20191107 20191121 20191205 20191219 20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200430 20200514 20200528 20200611 20200625 20200709 20200723 20200806 20200820 20200903 20200917,水
南区(6) 南沢○条○丁目、○番地（南沢1条3丁目1番（南沢やまどり公園）、20番、21番を除く）,札幌センター1,火 金,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,月,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,木
南区(7) 川沿7条～18条の○丁目,札幌センター1,火 金,20190919 20191017 20191114 20200507 20200604 20200702 20200730 20200827 20200924,20190905 20191003 20191031 20191128 20191226 20200130 20200227 20200326 20200423 20200521 20200618 20200716 20200813 20200910,水,20190912 20190926 20191010 20191024 20191107 20191121 20191205 20191219 20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200430 20200514 20200528 20200611 20200625 20200709 20200723 20200806 20200820 20200903 20200917,月
南区(7) 南沢1条3丁目1番（南沢やまどり公園）,札幌センター1,火 金,20190919 20191017 20191114 20200507 20200604 20200702 20200730 20200827 20200924,20190905 20191003 20191031 20191128 20191226 20200130 20200227 20200326 20200423 20200521 20200618 20200716 20200813 20200910,水,20190912 20190926 20191010 20191024 20191107 20191121 20191205 20191219 20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200430 20200514 20200528 20200611 20200625 20200709 20200723 20200806 20200820 20200903 20200917,月
南区(7) 南沢1条3丁目20番、21番,札幌センター1,火 金,20190919 20191017 20191114 20200507 20200604 20200702 20200730 20200827 20200924,20190905 20191003 20191031 20191128 20191226 20200130 20200227 20200326 20200423 20200521 20200618 20200716 20200813 20200910,水,20190912 20190926 20191010 20191024 20191107 20191121 20191205 20191219 20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200430 20200514 20200528 20200611 20200625 20200709 20200723 20200806 20200820 20200903 20200917,月
南区(7) 石山1条1丁目（12番6号パレス藻南公園のみ）,札幌センター1,火 金,20190919 20191017 20191114 20200507 20200604 20200702 20200730 20200827 20200924,20190905 20191003 20191031 20191128 20191226 20200130 20200227 20200326 20200423 20200521 20200618 20200716 20200813 20200910,水,20190912 20190926 20191010 20191024 20191107 20191121 20191205 20191219 20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200430 20200514 20200528 20200611 20200625 20200709 20200723 20200806 20200820 20200903 20200917,月
西区(1) 琴似○条○丁目,札幌センター1,月 木,20190920 20191018 20191115 20200508 20200605 20200703 20200731 20200828 20200925,20190906 20191004 20191101 20191129 20191227 20200131 20200228 20200327 20200424 20200522 20200619 20200717 20200814 20200911,火,20190913 20190927 20191011 20191025 20191108 20191122 20191206 20191220 20200110 20200124 20200207 20200221 20200306 20200320 20200403 20200417 20200501 20200515 20200529 20200612 20200626 20200710 20200724 20200807 20200821 20200904 20200918,水
西区(1) 二十四軒○条○丁目,札幌センター1,月 木,20190920 20191018 20191115 20200508 20200605 20200703 20200731 20200828 20200925,20190906 20191004 20191101 20191129 20191227 20200131 20200228 20200327 20200424 20200522 20200619 20200717 20200814 20200911,火,20190913 20190927 20191011 20191025 20191108 20191122 20191206 20191220 20200110 20200124 20200207 20200221 20200306 20200320 20200403 20200417 20200501 20200515 20200529 20200612 20200626 20200710 20200724 20200807 20200821 20200904 20200918,水
西区(1) 発寒○条○丁目,札幌センター1,月 木,20190920 20191018 20191115 20200508 20200605 20200703 20200731 20200828 20200925,20190906 20191004 20191101 20191129 20191227 20200131 20200228 20200327 20200424 20200522 20200619 20200717 20200814 20200911,火,20190913 20190927 20191011 20191025 20191108 20191122 20191206 20191220 20200110 20200124 20200207 20200221 20200306 20200320 20200403 20200417 20200501 20200515 20200529 20200612 20200626 20200710 20200724 20200807 20200821 20200904 20200918,水
西区(2) 山の手○条○丁目、○番地,札幌センター1,月 木,20190917 20191015 20191112 20191210 20200505 20200602 20200630 20200728 20200825 20200922,20190903 20191001 20191029 20191126 20191224 20200128 20200225 20200324 20200421 20200519 20200616 20200714 20200811 20200908,水,20190910 20190924 20191008 20191022 20191105 20191119 20191203 20191217 20191231 20200121 20200204 20200218 20200303 20200317 20200331 20200414 20200428 20200512 20200526 20200609 20200623 20200707 20200721 20200804 20200818 20200901 20200915 20200929,金
西区(2) 西野6条～14条の○丁目,札幌センター1,月 木,20190917 20191015 20191112 20191210 20200505 20200602 20200630 20200728 20200825 20200922,20190903 20191001 20191029 20191126 20191224 20200128 20200225 20200324 20200421 20200519 20200616 20200714 20200811 20200908,水,20190910 20190924 20191008 20191022 20191105 20191119 20191203 20191217 20191231 20200121 20200204 20200218 20200303 20200317 20200331 20200414 20200428 20200512 20200526 20200609 20200623 20200707 20200721 20200804 20200818 20200901 20200915 20200929,金
西区(2) 西野○番地（西野290番地を除く）,札幌センター1,月 木,20190917 20191015 20191112 20191210 20200505 20200602 20200630 20200728 20200825 20200922,20190903 20191001 20191029 20191126 20191224 20200128 20200225 20200324 20200421 20200519 20200616 20200714 20200811 20200908,水,20190910 20190924 20191008 20191022 20191105 20191119 20191203 20191217 20191231 20200121 20200204 20200218 20200303 20200317 20200331 20200414 20200428 20200512 20200526 20200609 20200623 20200707 20200721 20200804 20200818 20200901 20200915 20200929,金
西区(2) 平和○条○丁目、○番地,札幌センター1,月 木,20190917 20191015 20191112 20191210 20200505 20200602 20200630 20200728 20200825 20200922,20190903 20191001 20191029 20191126 20191224 20200128 20200225 20200324 20200421 20200519 20200616 20200714 20200811 20200908,水,20190910 20190924 20191008 20191022 20191105 20191119 20191203 20191217 20191231 20200121 20200204 20200218 20200303 20200317 20200331 20200414 20200428 20200512 20200526 20200609 20200623 20200707 20200721 20200804 20200818 20200901 20200915 20200929,金
西区(2) 福井○丁目、○番地,札幌センター1,月 木,20190917 20191015 20191112 20191210 20200505 20200602 20200630 20200728 20200825 20200922,20190903 20191001 20191029 20191126 20191224 20200128 20200225 20200324 20200421 20200519 20200616 20200714 20200811 20200908,水,20190910 20190924 20191008 20191022 20191105 20191119 20191203 20191217 20191231 20200121 20200204 20200218 20200303 20200317 20200331 20200414 20200428 20200512 20200526 20200609 20200623 20200707 20200721 20200804 20200818 20200901 20200915 20200929,金
西区(2) 小別沢○番地,札幌センター1,月 木,20190917 20191015 20191112 20191210 20200505 20200602 20200630 20200728 20200825 20200922,20190903 20191001 20191029 20191126 20191224 20200128 20200225 20200324 20200421 20200519 20200616 20200714 20200811 20200908,水,20190910 20190924 20191008 20191022 20191105 20191119 20191203 20191217 20191231 20200121 20200204 20200218 20200303 20200317 20200331 20200414 20200428 20200512 20200526 20200609 20200623 20200707 20200721 20200804 20200818 20200901 20200915 20200929,金
西区(3) 西野1条～5条の○丁目（西野290番地）,札幌センター1,月 木,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,金,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,火
西区(3) 西町北○丁目、南○丁目,札幌センター1,月 木,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,金,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,火
西区(3) 宮の沢○条○丁目、○番地,札幌センター1,月 木,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,金,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,火
西区(4) 八軒○条西○丁目,札幌センター1,火 金,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,月,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,木
西区(4) 八軒○条東○丁目,札幌センター1,火 金,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,月,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,木
手稲区(1) 西宮の沢○条○丁目,札幌センター1,火 金,20190919 20191017 20191114 20200507 20200604 20200702 20200730 20200827 20200924,20190905 20191003 20191031 20191128 20191226 20200130 20200227 20200326 20200423 20200521 20200618 20200716 20200813 20200910,水,20190912 20190926 20191010 20191024 20191107 20191121 20191205 20191219 20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200430 20200514 20200528 20200611 20200625 20200709 20200723 20200806 20200820 20200903 20200917,月
手稲区(1) 富丘○条○丁目,札幌センター1,火 金,20190919 20191017 20191114 20200507 20200604 20200702 20200730 20200827 20200924,20190905 20191003 20191031 20191128 20191226 20200130 20200227 20200326 20200423 20200521 20200618 20200716 20200813 20200910,水,20190912 20190926 20191010 20191024 20191107 20191121 20191205 20191219 20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200430 20200514 20200528 20200611 20200625 20200709 20200723 20200806 20200820 20200903 20200917,月
手稲区(1) 手稲本町○条○丁目,札幌センター1,火 金,20190919 20191017 20191114 20200507 20200604 20200702 20200730 20200827 20200924,20190905 20191003 20191031 20191128 20191226 20200130 20200227 20200326 20200423 20200521 20200618 20200716 20200813 20200910,水,20190912 20190926 20191010 20191024 20191107 20191121 20191205 20191219 20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200430 20200514 20200528 20200611 20200625 20200709 20200723 20200806 20200820 20200903 20200917,月
手稲区(1) 手稲本町○番地,札幌センター1,火 金,20190919 20191017 20191114 20200507 20200604 20200702 20200730 20200827 20200924,20190905 20191003 20191031 20191128 20191226 20200130 20200227 20200326 20200423 20200521 20200618 20200716 20200813 20200910,水,20190912 20190926 20191010 20191024 20191107 20191121 20191205 20191219 20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200430 20200514 20200528 20200611 20200625 20200709 20200723 20200806 20200820 20200903 20200917,月
手稲区(2) 前田○条○丁目,札幌センター1,火 金,20190916 20191014 20191111 20191209 20200504 20200601 20200629 20200727 20200824 20200921,20190902 20190930 20191028 20191125 20191223 20200127 20200224 20200323 20200420 20200518 20200615 20200713 20200810 20200907,木,20190909 20190923 20191007 20191021 20191104 20191118 20191202 20191216 20191230 20200120 20200203 20200217 20200302 20200316 20200330 20200413 20200427 20200511 20200525 20200608 20200622 20200706 20200720 20200803 20200817 20200831 20200914 20200928,水
手稲区(2) 曙○条○丁目（曙12条2丁目・曙7条3丁目（明日風側）を除く）,札幌センター1,火 金,20190916 20191014 20191111 20191209 20200504 20200601 20200629 20200727 20200824 20200921,20190902 20190930 20191028 20191125 20191223 20200127 20200224 20200323 20200420 20200518 20200615 20200713 20200810 20200907,木,20190909 20190923 20191007 20191021 20191104 20191118 20191202 20191216 20191230 20200120 20200203 20200217 20200302 20200316 20200330 20200413 20200427 20200511 20200525 20200608 20200622 20200706 20200720 20200803 20200817 20200831 20200914 20200928,水
手稲区(2) 新発寒○条○丁目,札幌センター1,火 金,20190916 20191014 20191111 20191209 20200504 20200601 20200629 20200727 20200824 20200921,20190902 20190930 20191028 20191125 20191223 20200127 20200224 20200323 20200420 20200518 20200615 20200713 20200810 20200907,木,20190909 20190923 20191007 20191021 20191104 20191118 20191202 20191216 20191230 20200120 20200203 20200217 20200302 20200316 20200330 20200413 20200427 20200511 20200525 20200608 20200622 20200706 20200720 20200803 20200817 20200831 20200914 20200928,水
手稲区(2) 手稲前田○番地,札幌センター1,火 金,20190916 20191014 20191111 20191209 20200504 20200601 20200629 20200727 20200824 20200921,20190902 20190930 20191028 20191125 20191223 20200127 20200224 20200323 20200420 20200518 20200615 20200713 20200810 20200907,木,20190909 20190923 20191007 20191021 20191104 20191118 20191202 20191216 20191230 20200120 20200203 20200217 20200302 20200316 20200330 20200413 20200427 20200511 20200525 20200608 20200622 20200706 20200720 20200803 20200817 20200831 20200914 20200928,水
手稲区(3) 稲穂○条○丁目,札幌センター1,火 金,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,木,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,月
手稲区(3) 金山○条○丁目,札幌センター1,火 金,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,木,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,月
手稲区(3) 手稲金山○番地,札幌センター1,火 金,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,木,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,月
手稲区(3) 星置○条○丁目,札幌センター1,火 金,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,木,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,月
手稲区(3) 星置南○丁目,札幌センター1,火 金,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,木,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,月
手稲区(3) 手稲山口○番地,札幌センター1,火 金,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,木,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,月
手稲区(3) 明日風○丁目,札幌センター1,火 金,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,木,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,月
手稲区(3) 曙12条2丁目・曙7条3丁目（明日風側）,札幌センター1,火 金,20190918 20191016 20191113 20200506 20200603 20200701 20200729 20200826 20200923,20190904 20191002 20191030 20191127 20191225 20200129 20200226 20200325 20200422 20200520 20200617 20200715 20200812 20200909,木,20190911 20190925 20191009 20191023 20191106 20191120 20191204 20191218 20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200429 20200513 20200527 20200610 20200624 20200708 20200722 20200805 20200819 20200902 20200916 20200930,月
